created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Fri Jun 18 19:57:01 +0000 2021,Vaccine finder,"Pin Code:[411027] 
District Hospital Aundh
Vaccines: COVAXIN,
Min Age Limit: [18,45],
Dose1 Capacity: 0,
Dose2 Capa… https://t.co/rNAyyudgmC","Pin Code411027 District Hospital Aundh Vaccines COVAXIN, Min Age Limit 18,45, Dose1 Capacity 0, Dose2 Capa httpstcorNAyyudgmC",negative,-0.75,1.0,en,0,0,PuneUpdater,88,0,unknown, , ,Not provided
Fri Jun 18 19:57:01 +0000 2021,Vaccine finder,"Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 992,0,… https://t.co/CimgLs5Ofb","Pin Code411038 BSMDeenanath Hosp Pvt PMC Vaccines COVISHIELD, Min Age Limit 18,45, Dose1 Capacity 992,0, httpstcoCimgLs5Ofb",negative,-0.75,1.0,en,0,0,PuneUpdater,88,0,unknown, , ,Not provided
Fri Jun 18 19:57:01 +0000 2021,Vaccine finder,"Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 318,27… https://t.co/KXn5D3eRDq","Pin Code411004 BMCCDEENANATH HOSPITAL PVT Vaccines COVISHIELD, Min Age Limit 18,45, Dose1 Capacity 318,27 httpstcoKXn5D3eRDq",negative,-0.75,1.0,en,0,0,PuneUpdater,88,0,unknown, , ,Not provided
Fri Jun 18 19:57:02 +0000 2021,Twitter for iPhone,"I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today Remember, there are 3 easy ways to find a #COVID19 vaccine near you Search httpstcod2PDWIps8o Text your ZIP code to 438829 Call 18002320233 httpstcoAMmcMmCtiP",positive,0.5083333333333333,0.7833333333333333,en,791,264,meredit71840781,317,1218,False,#wecandothis #covid19, ,Iowa
Fri Jun 18 19:57:05 +0000 2021,Twitter for Android,"Thank you to everyone - colleagues, patients, public, pregnant women, children - who have transformed our understanding of #COVID19 and enabled #RECOVERY treatments and vaccines to be rolled out. I'm #Red4Research today to acknowledge their phenomenal contribution. @NIHRresearch https://t.co/Y5d4kkoCiO","Thank you to everyone colleagues, patients, public, pregnant women, children who have transformed our understanding of #COVID19 and enabled #RECOVERY treatments and vaccines to be rolled out Im #Red4Research today to acknowledge their phenomenal contribution @NIHRresearch httpstcoY5d4kkoCiO",positive,0.27777777777777773,0.35555555555555557,en,70,10,jimgthornton,5431,3752,False,#covid19 #recovery #red4research,@nihrresearch,Nottingham UK
Fri Jun 18 19:57:10 +0000 2021,Twitter for Android,"#PRAYERSSAID 
""Africa is 'in the midst of full-blown third wave' of coronavirus""  https://t.co/75jOBua7Oq",#PRAYERSSAID Africa is in the midst of fullblown third wave of coronavirus httpstco75jOBua7Oq,neutral,0.0,0.0,en,0,0,filafresh,7075,4191,unknown,#prayerssaid, ,Screwston Texas
Fri Jun 18 19:57:10 +0000 2021,Twitter Web App,"I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today Remember, there are 3 easy ways to find a #COVID19 vaccine near you Search httpstcod2PDWIps8o Text your ZIP code to 438829 Call 18002320233 httpstcoAMmcMmCtiP",positive,0.5083333333333333,0.7833333333333333,en,793,265,pinkpearl84,1243,2723,False,#wecandothis #covid19, ,Not provided
Fri Jun 18 19:57:36 +0000 2021,Twitter for iPhone,"I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today Remember, there are 3 easy ways to find a #COVID19 vaccine near you Search httpstcod2PDWIps8o Text your ZIP code to 438829 Call 18002320233 httpstcoAMmcMmCtiP",positive,0.5083333333333333,0.7833333333333333,en,794,266,rdeets,1131,4493,False,#wecandothis #covid19, ,Kansas City MO
Fri Jun 18 19:57:49 +0000 2021,Twitter for iPhone,"🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM","Africa is in the midst of a fullblown third wave of coronavirus, the head of @WHOAFRO has warned Cases have risen across the continent by more than 20 and deaths have also risen by 15 in the last week @jriggers reports httpstcoCRDhqPHFWM",positive,0.16666666666666666,0.18888888888888888,en,573,638,KarenJu62258050,5445,5310,False, ,@whoafro @jriggers,Not provided
Fri Jun 18 19:57:52 +0000 2021,Twitter for iPhone,Just say you hate us.,Just say you hate us,negative,-0.8,0.9,en,0,0,LM_Okuhle,4870,493,unknown, , ,South Africa
Fri Jun 18 19:58:04 +0000 2021,Twitter Web App,RT @HealthZA: 18 June 2022 latest number of #COVID19 statistics in South Africa #CoronaVirusSA                              https://t.co/of…,RT @HealthZA 18 June 2022 latest number of #COVID19 statistics in South Africa #CoronaVirusSA httpstcoof,positive,0.5,0.9,en,34,34,cegore65,54724,25136,False,#covid19 #coronavirussa,@healthza,Not provided
Fri Jun 18 19:58:04 +0000 2021,Twitter Web App,"Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID.  I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines. https://t.co/2PAtFYkyUZ https://t.co/WcVq32s9WD","Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines httpstco2PAtFYkyUZ httpstcoWcVq32s9WD",positive,3.700743415417188e-17,0.6333333333333334,en,564,370,tft_time,557,2694,False, , ,Not provided
Fri Jun 18 19:58:06 +0000 2021,Twitter for Android,"""Africa is 'in the midst of full-blown third wave' of coronavirus""  https://t.co/aETZSmWR9Y",Africa is in the midst of fullblown third wave of coronavirus httpstcoaETZSmWR9Y,neutral,0.0,0.0,en,0,0,mmmmmthatgirl,671,5001,unknown, , ,to the left
Fri Jun 18 19:58:10 +0000 2021,Twitter for Android,"""Africa is 'in the midst of full-blown third wave' of coronavirus""  https://t.co/Ind29XgR5z",Africa is in the midst of fullblown third wave of coronavirus httpstcoInd29XgR5z,neutral,0.0,0.0,en,0,0,malbruja69,1518,5002,unknown, , ,New York NY
Fri Jun 18 19:58:12 +0000 2021,Twitter Web App,"""Can I be fired if I don’t get vaccinated?"" 

""Can I ask my employee to get vaccinated?"" 

These were some questions people around me were debating, so I asked experts about #vaccines and the workplace: https://t.co/KEglIrEPWB #COVID19 @TorontoStar","Can I be fired if I don’t get vaccinated Can I ask my employee to get vaccinated These were some questions people around me were debating, so I asked experts about #vaccines and the workplace httpstcoKEglIrEPWB #COVID19 @TorontoStar",neutral,0.0,0.0,en,17,8,RexannaKeats,1014,311,False,#vaccines #covid19,@torontostar,Dual Citizen
Fri Jun 18 19:58:17 +0000 2021,Twitter for iPhone,What we saw unfolding in india has now begun ravaging Uganda. And this will continue until vaccines are equitably available! I am struggling to make sense of the world these days. We learned a lot with India’s 2nd wave - those lessons should be broadly applicable. @IndiaCOVIDSOS,What we saw unfolding in india has now begun ravaging Uganda And this will continue until vaccines are equitably available I am struggling to make sense of the world these days We learned a lot with India’s 2nd wave those lessons should be broadly applicable @IndiaCOVIDSOS,positive,0.1875,0.23750000000000002,en,94,41,RiddhiKaul,206,85,unknown, ,@indiacovidsos,Mumbai
Fri Jun 18 19:58:22 +0000 2021,Twitter for Android,"@AIPAC Will aipac tell the world that Israel has SOLD EXPIRED vaccines to Palestinians, which could have been disastrous to Palestinians, making the covid19 crisis far worse, leading to more Palestinian deaths? #ThisisIsrael. https://t.co/WTPn9XMSvs","@AIPAC Will aipac tell the world that Israel has SOLD EXPIRED vaccines to Palestinians, which could have been disastrous to Palestinians, making the covid19 crisis far worse, leading to more Palestinian deaths #ThisisIsrael httpstcoWTPn9XMSvs",negative,-0.125,0.725,en,26,30,MesuzuITA,209,311,False,#thisisisrael,@aipac,Not provided
Fri Jun 18 19:58:26 +0000 2021,Twitter for Android,"Governments, the World Health Organisation and NGOs around the world asked Pfizer to ensure that science will win, by letting go of saying that they own the life-saving vaccine recipe. Pfizer has responded by saying that they also own the words “science will win” (not kidding ™️)","Governments, the World Health Organisation and NGOs around the world asked Pfizer to ensure that science will win, by letting go of saying that they own the lifesaving vaccine recipe Pfizer has responded by saying that they also own the words science will win not kidding ",positive,0.7,0.7,en,109,78,mainneli_,14200,1316,unknown, , ,Hustle Hill Drive
Fri Jun 18 19:58:30 +0000 2021,Twitter for Android,Museveni says #Uganda's #COVID19 vaccine will be better than all the existing vaccines because it covers all the existing variants. The Ugandan vaccine has been administered to 70 patients and 58 have so far recovered. Vaccine will soon hit the 120-patient threshold #M7Address,Museveni says #Ugandas #COVID19 vaccine will be better than all the existing vaccines because it covers all the existing variants The Ugandan vaccine has been administered to 70 patients and 58 have so far recovered Vaccine will soon hit the 120patient threshold #M7Address,positive,0.3,0.75,en,43,15,SOEKOCCESS,192,2296,unknown,#ugandas #covid19 #m7address, ,GURU 4RM KASEREM
Fri Jun 18 19:58:31 +0000 2021,Twitter Web App,Follow-up:  The first doses offered by #Israel seem to have been too near their expiration date.  But reportedly mo… https://t.co/cDqLrWDKtM,Followup The first doses offered by #Israel seem to have been too near their expiration date But reportedly mo httpstcocDqLrWDKtM,positive,0.175,0.3666666666666667,en,0,0,AlanTonelson,5004,979,unknown,#israel, ,Riverdale Park MD 
Fri Jun 18 19:58:56 +0000 2021,Twitter for iPhone,"I know it may be a lot more complex than this, @AlokPatelMD, but is there enough data to tell if #COVID19 can creat… https://t.co/LANg8L5PBW","I know it may be a lot more complex than this, @AlokPatelMD, but is there enough data to tell if #COVID19 can creat httpstcoLANg8L5PBW",positive,0.06666666666666667,0.4666666666666666,en,0,0,rtcfilm,282,207,unknown,#covid19,@alokpatelmd,Not provided
Fri Jun 18 19:59:10 +0000 2021,Twitter Web App,"**BIG NEWS**: Up to 25,800 may have been killed by the COVID vaccine.  I bet that this is a lower bound on the number killed by the ""safe and effective"" vaccines. Why isn't anyone at the CDC or FDA warning the American public of the danger in the meantime??https://t.co/105gLDEAmQ","BIG NEWS Up to 25,800 may have been killed by the COVID vaccine I bet that this is a lower bound on the number killed by the safe and effective vaccines Why isnt anyone at the CDC or FDA warning the American public of the danger in the meantimehttpstco105gLDEAmQ",positive,0.09999999999999999,0.2095238095238095,en,792,447,B24Maria,1906,2976,False, , ,Not provided
Fri Jun 18 19:59:19 +0000 2021,Twitter for Android,@Normvulah @Seeyahxs @LandNoli @CyrilRamaphosa @SAgovnews @SAParliament @Julius_S_Malema @ZungulaVuyo @_AfricanSoil… https://t.co/jfMhuOZe2F,@Normvulah @Seeyahxs @LandNoli @CyrilRamaphosa @SAgovnews @SAParliament @Julius_S_Malema @ZungulaVuyo @_AfricanSoil httpstcojfMhuOZe2F,neutral,0.0,0.0,en,0,0,NobleKing_,622,346,unknown, ,@normvulah @seeyahxs @landnoli @cyrilramaphosa @sagovnews @saparliament @julius_s_malema @zungulavuyo @_africansoil,Not provided
Fri Jun 18 19:59:21 +0000 2021,Twitter for iPad,"I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today Remember, there are 3 easy ways to find a #COVID19 vaccine near you Search httpstcod2PDWIps8o Text your ZIP code to 438829 Call 18002320233 httpstcoAMmcMmCtiP",positive,0.5083333333333333,0.7833333333333333,en,796,267,TyberZannxxxx,1149,5001,False,#wecandothis #covid19, ,Blackwood NJ USA
Fri Jun 18 19:59:26 +0000 2021,Tweetbot for Mac,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/MBBXzCwqqZ https://t.co/…,RT @shawajason Liars You tried to load off your expired vaccines Just another war crime by Israel httpstcoMBBXzCwqqZ httpstco,neutral,0.0,0.0,en,170,112,tzeejay,269,291,False, ,@shawajason,Hamburg Germany
Fri Jun 18 19:59:30 +0000 2021,Twitter for iPad,"Indeed, it isn’t instant! It takes 2 weeks to become fully vaccinated after receiving your final dose of a #COVID19 vaccine. Mark your calendars 📅 &amp; wear a mask until you’re fully protected.","Indeed, it isn’t instant It takes 2 weeks to become fully vaccinated after receiving your final dose of a #COVID19 vaccine Mark your calendars amp wear a mask until you’re fully protected",neutral,0.0,0.8333333333333333,en,201,82,TyberZannxxxx,1149,5001,unknown,#covid19, ,Blackwood NJ USA
Fri Jun 18 19:59:38 +0000 2021,Twitter for Android,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know Hers is a desperate request for vaccines to Africa We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa",positive,0.13333333333333333,0.45555555555555555,en,377,182,JimHagart,452,325,unknown, , ,Not provided
Fri Jun 18 19:59:44 +0000 2021,Twitter Web App,"Another country out of vaccines, yet we could do so much better! Until rich nations level out the playing field by… https://t.co/NQPICI0cqW","Another country out of vaccines, yet we could do so much better Until rich nations level out the playing field by httpstcoNQPICI0cqW",positive,0.5,0.625,en,0,0,tamarynnelson,938,2920,unknown, , ,Not provided
Fri Jun 18 19:59:49 +0000 2021,Twitter for iPhone,"Be specific with the country, don’t give these people ideas.","Be specific with the country, don’t give these people ideas",neutral,0.0,0.125,en,0,0,duckworth_O,2223,2031,unknown, , ,Dublin City Ireland
Fri Jun 18 19:59:59 +0000 2021,Tweetbot for iΟS,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/MBBXzCwqqZ https://t.co/…,RT @shawajason Liars You tried to load off your expired vaccines Just another war crime by Israel httpstcoMBBXzCwqqZ httpstco,neutral,0.0,0.0,en,170,113,SrslyJosh,156,542,False, ,@shawajason,CA
Fri Jun 18 20:00:00 +0000 2021,Twitter Web App,VIDEO: #Alberta Premier Jason Kenney announces the 70% target of 1st dose #COVID19 vaccinations has been reached. S… https://t.co/fuCIuX3Bnp,VIDEO #Alberta Premier Jason Kenney announces the 70 target of 1st dose #COVID19 vaccinations has been reached S httpstcofuCIuX3Bnp,neutral,0.0,0.0,en,0,0,MTone123,3204,251,unknown,#alberta #covid19, ,Calgary
Fri Jun 18 20:00:00 +0000 2021,Twitter Web App,"In @elle_italia, @pritikrishtel explains how countries around the world can work together to rapidly expand the glo… https://t.co/arPDumzUlA","In @elle_italia, @pritikrishtel explains how countries around the world can work together to rapidly expand the glo httpstcoarPDumzUlA",neutral,0.0,0.0,en,0,0,IMAKglobal,6025,653,unknown, ,@elle_italia @pritikrishtel,Not provided
Fri Jun 18 20:00:01 +0000 2021,TweetDeck,Vaccines donated next year will be ‘too late for those who are dying today’ said @WHO chief @DrTedros at the latest… https://t.co/NiaL1Ejfd8,Vaccines donated next year will be too late for those who are dying today’ said @WHO chief @DrTedros at the latest httpstcoNiaL1Ejfd8,negative,-0.15,0.3,en,0,0,UN_News_Centre,567466,1200,unknown, ,@who @drtedros,Manhattan NY
Fri Jun 18 20:00:04 +0000 2021,Twitter for iPad,"Some good news for Friday. Yesterday we had our highest daily administration of vaccines at over 58,000. On course for up to 330,000 this week. Hospital #Covid19 inpatients down to 52 (24 hospitals with 2 or less), 18 in ICU. As always, let's protect this huge progress @HSELive","Some good news for Friday Yesterday we had our highest daily administration of vaccines at over 58,000 On course for up to 330,000 this week Hospital #Covid19 inpatients down to 52 24 hospitals with 2 or less, 18 in ICU As always, lets protect this huge progress @HSELive",positive,0.15555555555555559,0.3711111111111111,en,1904,137,todowd,4363,2052,unknown,#covid19,@hselive,Dublin City Ireland
Fri Jun 18 20:00:04 +0000 2021,SocialFlow,Ex-British and Irish Lions captain Sam Warburton says the lack of Test matches played by South Africa during the co… https://t.co/2gUmS9Y7S2,ExBritish and Irish Lions captain Sam Warburton says the lack of Test matches played by South Africa during the co httpstco2gUmS9Y7S2,neutral,0.0,0.0,en,0,0,BBCSportWales,106229,878,unknown, , ,Wales
Fri Jun 18 20:00:12 +0000 2021,Twitter Web App,"@POTUS ⚕️ Learn from the Experts at @CDCgov

✅ For the BEST PROTECTION against #COVID19, @CDCgov recommends getting Two (2) Doses of mRNA #COVID19 #Vaccine

⚠️ Getting One (1) Dose of an mRNA #COVID19 #Vaccine only offers some protection against #COVID19

🖥️ https://t.co/0jgAi5k0vC https://t.co/K2pAcJVPdC","@POTUS Learn from the Experts at @CDCgov For the BEST PROTECTION against #COVID19, @CDCgov recommends getting Two 2 Doses of mRNA #COVID19 #Vaccine Getting One 1 Dose of an mRNA #COVID19 #Vaccine only offers some protection against #COVID19 httpstco0jgAi5k0vC httpstcoK2pAcJVPdC",positive,0.3666666666666667,0.43333333333333335,en,3,2,Rosenchild,13364,12136,False,#covid19 #covid19 #vaccine #covid19 #vaccine #covid19,@potus @cdcgov @cdcgov,New York NY
Fri Jun 18 20:00:17 +0000 2021,Twitter for iPhone,"World Festival Premiere of Lions, Bones &amp; Bullets airing 21 June to illustrate the Lion breeding in South Africa. Lions should not be can hunted, please help @EcocideLaw @SwanseaUni When the hunters did not arrive after covid19 took hold these Lions were subject to starvation. https://t.co/pdcxsZA8h0","World Festival Premiere of Lions, Bones amp Bullets airing 21 June to illustrate the Lion breeding in South Africa Lions should not be can hunted, please help @EcocideLaw @SwanseaUni When the hunters did not arrive after covid19 took hold these Lions were subject to starvation httpstcopdcxsZA8h0",negative,-0.16666666666666666,0.3333333333333333,en,13,10,Shaz_Shazdee,295,682,False, ,@ecocidelaw @swanseauni,Not provided
Fri Jun 18 20:00:26 +0000 2021,Twitter for iPhone,"Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID.  I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines. https://t.co/WcVq32s9WD","Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines httpstcoWcVq32s9WD",positive,3.700743415417188e-17,0.6333333333333334,en,564,371,q84evers,561,374,False, , , 
Fri Jun 18 20:00:53 +0000 2021,Twitter for Android,"Vaccines donated next year will be ‘too late for those who are dying today’ said @WHO chief @DrTedros at the latest #COVID19 press conference in @UNGeneva

https://t.co/g54477bbUO",Vaccines donated next year will be too late for those who are dying today’ said @WHO chief @DrTedros at the latest #COVID19 press conference in @UNGeneva httpstcog54477bbUO,positive,0.06666666666666667,0.5,en,0,2,GiveOursBack,465,911,False,#covid19,@who @drtedros @ungeneva,Not provided
Fri Jun 18 20:01:04 +0000 2021,Twitter for Android,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know Hers is a desperate request for vaccines to Africa We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa",positive,0.13333333333333333,0.45555555555555555,en,379,184,AdrianHolme,1259,883,unknown, , ,Not provided
Fri Jun 18 20:01:07 +0000 2021,Twitter for Android,"🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM","Africa is in the midst of a fullblown third wave of coronavirus, the head of @WHOAFRO has warned Cases have risen across the continent by more than 20 and deaths have also risen by 15 in the last week @jriggers reports httpstcoCRDhqPHFWM",positive,0.16666666666666666,0.18888888888888888,en,574,638,kylaistweeting,7,109,False, ,@whoafro @jriggers,Not provided
Fri Jun 18 20:01:23 +0000 2021,Twitter for Android,RT @HealthFreedomIE: 67 deaths and 9470 adverse event reports have been made to @TheHPRA in relation to COVID-19 ‘vaccines’.,RT @HealthFreedomIE 67 deaths and 9470 adverse event reports have been made to @TheHPRA in relation to COVID19 vaccines’,neutral,0.0,0.0,en,67,43,vaccinecurious,943,298,unknown, ,@healthfreedomie @thehpra,Not provided
Fri Jun 18 20:01:30 +0000 2021,Twitter Web App,"Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID.  I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines. https://t.co/2PAtFYkyUZ https://t.co/WcVq32s9WD","Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines httpstco2PAtFYkyUZ httpstcoWcVq32s9WD",positive,3.700743415417188e-17,0.6333333333333334,en,564,372,JustWeeMary,1731,2117,False, , ,Not provided
Fri Jun 18 20:01:40 +0000 2021,Twitter for Android,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know Hers is a desperate request for vaccines to Africa We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa",positive,0.13333333333333333,0.45555555555555555,en,381,185,ecoworriertoo,407,835,unknown, , ,Surrey seems the hardest word
Fri Jun 18 20:01:41 +0000 2021,Twitter for Android,“I urge members of the #UNSC &amp; other member states to take any steps possible to prevent a famine from occurring.”… https://t.co/uV1cmuULsb,I urge members of the #UNSC amp other member states to take any steps possible to prevent a famine from occurring httpstcouV1cmuULsb,negative,-0.0625,0.6875,en,0,0,BrktiHadush,1571,1759,unknown,#unsc, ,Not provided
Fri Jun 18 20:01:52 +0000 2021,Twitter for Android,"Vaccines donated next year will be ‘too late for those who are dying today’ said @WHO chief @DrTedros at the latest #COVID19 press conference in @UNGeneva

https://t.co/g54477bbUO",Vaccines donated next year will be too late for those who are dying today’ said @WHO chief @DrTedros at the latest #COVID19 press conference in @UNGeneva httpstcog54477bbUO,positive,0.06666666666666667,0.5,en,3,3,SaffronWhisper,4,78,False,#covid19,@who @drtedros @ungeneva,Genve Suisse
Fri Jun 18 20:02:01 +0000 2021,Vaccine finder,"Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 989,0,… https://t.co/VjeKKr8mYk","Pin Code411038 BSMDeenanath Hosp Pvt PMC Vaccines COVISHIELD, Min Age Limit 18,45, Dose1 Capacity 989,0, httpstcoVjeKKr8mYk",negative,-0.75,1.0,en,0,0,PuneUpdater,88,0,unknown, , ,Not provided
Fri Jun 18 20:02:01 +0000 2021,Vaccine finder,"Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 306,26… https://t.co/ukMNKVjYL3","Pin Code411004 BMCCDEENANATH HOSPITAL PVT Vaccines COVISHIELD, Min Age Limit 18,45, Dose1 Capacity 306,26 httpstcoukMNKVjYL3",negative,-0.75,1.0,en,0,0,PuneUpdater,88,0,unknown, , ,Not provided
Fri Jun 18 20:02:07 +0000 2021,Twitter for Android,".@UNReliefChief urges ""members of the Security Council &amp; other member states to take any steps possible to prevent… https://t.co/9zmaLWZuGa",@UNReliefChief urges members of the Security Council amp other member states to take any steps possible to prevent httpstco9zmaLWZuGa,negative,-0.0625,0.6875,en,0,0,BrktiHadush,1571,1759,unknown, ,@unreliefchief,Not provided
Fri Jun 18 20:02:11 +0000 2021,Twitter for Android,"Vaccines donated next year will be ‘too late for those who are dying today’ said @WHO chief @DrTedros at the latest #COVID19 press conference in @UNGeneva

https://t.co/g54477bbUO",Vaccines donated next year will be too late for those who are dying today’ said @WHO chief @DrTedros at the latest #COVID19 press conference in @UNGeneva httpstcog54477bbUO,positive,0.06666666666666667,0.5,en,3,4,afripolitik,100,547,False,#covid19,@who @drtedros @ungeneva,South Africa 
Fri Jun 18 20:02:12 +0000 2021,Twitter for iPhone,@SAgovnews look at your incompetence,@SAgovnews look at your incompetence,neutral,0.0,0.0,en,0,0,tobnghpy,58,349,unknown, ,@sagovnews, Corner kindness and gratitude
Fri Jun 18 20:02:18 +0000 2021,Twitter for Android,"We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor","We are dying Ugandans need the world to stand with them We need oxygen, PPEs, #COVID19 vaccines and money to pay our overstretched health workers World, we need each other Oxygen failure kills 30 Covid patients at Mulago httpstcoo1K0IUGf6Z via @DailyMonitor",negative,-0.23645833333333335,0.3375,en,931,519,TriciaMWall,626,2347,False,#covid19,@dailymonitor,Not provided
Fri Jun 18 20:02:20 +0000 2021,Twitter for iPad,"Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",Africa is in the midst of a full blown third wave The sobering trajectory of surging cases should rouse everyone into urgent action We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems,positive,0.1958333333333333,0.2875,en,127,114,JuliaBoltonC,84,853,unknown,#covid19, ,Not provided
Fri Jun 18 20:02:24 +0000 2021,Twitter Web App,Three papers in @CircAHA this week describing myocarditis-like illness in relation to #COVID19 vaccine in adults.… https://t.co/DuqSpPvTJx,Three papers in @CircAHA this week describing myocarditislike illness in relation to #COVID19 vaccine in adults httpstcoDuqSpPvTJx,neutral,0.0,0.0,en,0,0,dramitkhera,3210,1108,unknown,#covid19,@circaha,Not provided
Fri Jun 18 20:02:29 +0000 2021,Twitter for iPad,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know Hers is a desperate request for vaccines to Africa We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa",positive,0.13333333333333333,0.45555555555555555,en,382,186,JuliaBoltonC,84,853,unknown, , ,Not provided
